name,description,reason,company,rating
MCBM 69 TABLET 10'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Alkem Laboratories Ltd.,3.2
Mcbm Dha Capsule 10'S,improves immunity,Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Mcbm L Tablet 10'S,improves immunity,Supplement,Ipca Laboratories Ltd.,3.0
MD Care Tablet 10'S,improves stability,Supplement,Alembic Pharmaceuticals Ltd.,2.9
ME 12 500mcg Injection 5X1ml,improves resistance,Supplement,Glenmark Pharmaceuticals Ltd.,2.7
ME 12 FORTE Injection 1ml,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
ME 12 OD 1500mcg Injection 1ml,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Meaxon Plus Injection 1mlMeaxon Plus Tablet 10'S, antioxidant and memory enhancement property,Supplement,Dr. Reddys Laboratories Ltd.,4.7
Mecabalin 500mcg Injection 1ml,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Divis Laboratories Ltd.,4.5
Mecgla Capsule 10'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Cipla Ltd.,4.3
Mecoba Alpha Capsule 10'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Biocon Ltd.,4.1
MECOBAL Injection 1mlMECOBAL 500mcg Tablet 10's,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Aurobindo Pharma Ltd.,3.9
Mecobal OD Tablet 10'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Torrent Pharmaceuticals Ltd.,3.5
MECOBAL PLUS Injection 2ml,improves immunity,Supplement,Lupin Ltd.,3.4
Mecobex 500mcg Injection 1ml,improves immunity,Supplement,Cadila Healthcare Ltd.,3.3
Mecoder 500mcg Tablet 10'S,improves stability,Supplement,Abbott India Ltd.,3.25
Mecoder OD 1500mcg Tablet 10'S,improves resistance,Supplement,Alkem Laboratories Ltd.,3.2
Mecofine 1500mcg Tablet 10'S,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Mecofol 1500mcg Tablet 10'SMecofol 500mcg Tablet 10'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Ipca Laboratories Ltd.,3.0
Mecofol OD Tablet 10'S, antioxidant and memory enhancement property,Supplement,Alembic Pharmaceuticals Ltd.,2.9
Mecofol Plus Tablet 10'S,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Glenmark Pharmaceuticals Ltd.,2.7
Mecofol Plus NF Capsule 10'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
Mecofree OD Capsule 15'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Mecolbin Tablet 10'sMecolbin Injection 2ml,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Dr. Reddys Laboratories Ltd.,4.7
Mecolbin D3 Tablet 10's,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Divis Laboratories Ltd.,4.5
Mecolup Injection 1mlMecolup Tablet 10'S,improves immunity,Supplement,Cipla Ltd.,4.3
Mecon OD Softgel 10'S,improves immunity,Supplement,Biocon Ltd.,4.1
Meconerv Forte Capsule 10'SMeconerv Forte Injection 2ml,improves stability,Supplement,Aurobindo Pharma Ltd.,3.9
MECORIK LC Tablet 10's,improves resistance,Supplement,Torrent Pharmaceuticals Ltd.,3.5
MECORIK PLUS Tablet 10's,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Lupin Ltd.,3.4
Mecovit Tablet 10'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Cadila Healthcare Ltd.,3.3
Mecovit Forte Tablet 10'S, antioxidant and memory enhancement property,Supplement,Abbott India Ltd.,3.25
Mecovit-Plus 1.5mg Tablet 10'S,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Alkem Laboratories Ltd.,3.2
Mecovon 500mcg Injection,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Mecoway P 75/750mcg Capsule 10'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Ipca Laboratories Ltd.,3.0
MECZE FL Tablet 10's,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Alembic Pharmaceuticals Ltd.,2.9
Medineuron Tablet 10'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Glenmark Pharmaceuticals Ltd.,2.7
Medineuron Plus Tablet 10'S,improves immunity,Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
Medoc AT Tablet 10'S,improves immunity,Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Medoc SG Capsule 10'S,improves stability,Supplement,Dr. Reddys Laboratories Ltd.,4.7
Medox Tablet 10'S,improves resistance,Supplement,Divis Laboratories Ltd.,4.5
MEGA 10 Tablet 10's,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Cipla Ltd.,4.3
Mega 3 Capsule 30'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Biocon Ltd.,4.1
Mega Cartigen Tablet 10'S, antioxidant and memory enhancement property,Supplement,Aurobindo Pharma Ltd.,3.9
Mega Freeflex Tablet 10'S,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Torrent Pharmaceuticals Ltd.,3.5
Megabid 150/750mcg Capsule 10'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Megacholin Pastille 10'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Dr. Reddys Laboratories Ltd.,4.7
Meganerv Injection 1ml,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Divis Laboratories Ltd.,4.5
Meganerv Forte Capsule 10'SMeganerv Forte 1500mcg Capsule 6'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Cipla Ltd.,4.3
Meganerv OD 1500mcg Tablet 10'S,improves immunity,Supplement,Biocon Ltd.,4.1
Meganerv PG 75/75Mcg Capsule 10'S,improves immunity,Supplement,Aurobindo Pharma Ltd.,3.9
Meganerv Plus Injection 2mlMeganerv Plus Capsule 6'S,improves stability,Supplement,Torrent Pharmaceuticals Ltd.,3.5
Meganeuron PG Capsule 10'SMeganeuron 500mcg Injection 1ml,improves resistance,Supplement,Lupin Ltd.,3.4
Meganeuron Forte Injection 2ml,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Cadila Healthcare Ltd.,3.3
Meganeuron OD Plus Capsule 10'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Abbott India Ltd.,3.25
Megarich Capsule 10'S, antioxidant and memory enhancement property,Supplement,Alkem Laboratories Ltd.,3.2
Megarich Malt Powder 400gm,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Megasoft E Capsule 10'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Ipca Laboratories Ltd.,3.0
Megasoft Forte Capsule 10'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Alembic Pharmaceuticals Ltd.,2.9
Megawin Capsule 10'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Glenmark Pharmaceuticals Ltd.,2.7
Megaza Capsule 15'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
Mego Tablet 10'S,improves immunity,Supplement,Sun Pharmaceutical Industries Ltd.,4.8
MEKOVIN PLUS Tablet 10's,improves immunity,Supplement,Dr. Reddys Laboratories Ltd.,4.7
Melaglow New Cream 15gm,improves stability,Supplement,Divis Laboratories Ltd.,4.5
Melcovit Gold Softgel 10'SMelcovit Capsule 10'S,improves resistance,Supplement,Cipla Ltd.,4.3
Melokalm 3mg Tablet 10'S,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Biocon Ltd.,4.1
Melsoma Nano Oral Spray 1'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Aurobindo Pharma Ltd.,3.9
Meltocal 500mg/400IU Powder 70gmMeltocal Sachet 1'SMeltocal 500mg Sachet 3.5mg, antioxidant and memory enhancement property,Supplement,Torrent Pharmaceuticals Ltd.,3.5
Menoease Capsule 10'S,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Lupin Ltd.,3.4
Menofit Tablet 30'SMenofit Tablet 6'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Cadila Healthcare Ltd.,3.3
Menofit Plus Tablet 10'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Abbott India Ltd.,3.25
Menoflav Capsule 2'SMenoflav Capsule 10'SMenoflav Capsule 30'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Alkem Laboratories Ltd.,3.2
Menojoy Capsule 10'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Menopace Capsule 15'S,improves immunity,Supplement,Ipca Laboratories Ltd.,3.0
Menopace Iso Tablet 10'S,improves immunity,Supplement,Alembic Pharmaceuticals Ltd.,2.9
Menopace Plus Capsule 6'S,improves stability,Supplement,Glenmark Pharmaceuticals Ltd.,2.7
MEOLO CAPPUCCINO FLAVOUR Powder 25gm,improves resistance,Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
Meolo HP Powder 400gmMeolo HP Cappuccino Flavour Powder 25gm,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Meolo HP 4 Flavour Pack Sugar Free Powder 400gm,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Dr. Reddys Laboratories Ltd.,4.7
Meolo HP Vanilla Powder 200gm, antioxidant and memory enhancement property,Supplement,Divis Laboratories Ltd.,4.5
Meolo Mango Flavour Powder 25gm,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Cipla Ltd.,4.3
Mericobal Viva Tablet 10'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Biocon Ltd.,4.1
Merifol Syrup 200mlMerifol Capsule 15'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Aurobindo Pharma Ltd.,3.9
Merifol Plus Syrup 200ml,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Torrent Pharmaceuticals Ltd.,3.5
Merilyte Powder 21.8Gm,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Lupin Ltd.,3.4
Merimet Capsule 10'S,improves immunity,Supplement,Cadila Healthcare Ltd.,3.3
Meriprot Plus Syrup 200ml,improves immunity,Supplement,Abbott India Ltd.,3.25
Mesoestetic Mandelic Peel AM 40% Gel 50ml,improves stability,Supplement,Alkem Laboratories Ltd.,3.2
MET Neurobion Capsule 10'SMET Neurobion 500mcg Injection 1ml,improves resistance,Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
MET Neurobion OD Capsule 10'S,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Ipca Laboratories Ltd.,3.0
Meta X Tablet 10'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Metabolis Tablet 10'S, antioxidant and memory enhancement property,Supplement,Dr. Reddys Laboratories Ltd.,4.7
Metafolate Tablet 10'S,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Divis Laboratories Ltd.,4.5
Metakey Capsule 10'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Cipla Ltd.,4.3
Metaplex Syrup 200ml,powerful antioxidant that strengthens and protects living tissue,Supplement,Biocon Ltd.,4.1
Metaspan Plus Tablet 10'SMetaspan Tablet 10'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Aurobindo Pharma Ltd.,3.9
Methico 500mcg Injection 1mlMethico 500mcg Tablet 10'SMethico 1000mcg Tablet 10'SMethico 1500mcg Injection 2mlMethico AL Tablet 10'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Torrent Pharmaceuticals Ltd.,3.5
Methico Plus Tablet 10'S,improves immunity,Supplement,Lupin Ltd.,3.4
Methoben CR Capsule 10'S,improves immunity,Supplement,Cadila Healthcare Ltd.,3.3
Methycal Tablet 15'SMethycal Tablet 10'S,improves stability,Supplement,Abbott India Ltd.,3.25
Methycobal D Tablet 10'S,improves resistance,Supplement,Alkem Laboratories Ltd.,3.2
METHYLIFE FORTE Tablet 10's,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Methylin Od Capsule 10's,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Ipca Laboratories Ltd.,3.0
Mezica Tablet 10'S, antioxidant and memory enhancement property,Supplement,Alembic Pharmaceuticals Ltd.,2.9
Mgd3 60K KitMgd3 250mg Tablet 10'S,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Glenmark Pharmaceuticals Ltd.,2.7
MHR Tablet 15'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
MHR Bio Tablet 15'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Micro D3 Drops 30mlMicro D3 400IU Drops 15mlMicro D3 Tablet 4'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Dr. Reddys Laboratories Ltd.,4.7
Microcal Tablet 15'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Divis Laboratories Ltd.,4.5
Microcal M Tablet 15'S,improves immunity,Supplement,Cipla Ltd.,4.3
Microdol Forte Tablet 10'S,improves immunity,Supplement,Biocon Ltd.,4.1
Microferol D3 Capsule 4'S,improves stability,Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Microliv Tablet 10'S,improves resistance,Supplement,Dr. Reddys Laboratories Ltd.,4.7
Microliv Forte Tablet 10'S,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Divis Laboratories Ltd.,4.5
Micromom Chocolate Powder 200gm,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Cipla Ltd.,4.3
Micromom Vanilla Powder 200gmMicromom Vanilla Powder 400gm, antioxidant and memory enhancement property,Supplement,Biocon Ltd.,4.1
Microspan NS 40 Injection 500ml,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Aurobindo Pharma Ltd.,3.9
Mighty Capsule 4'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Torrent Pharmaceuticals Ltd.,3.5
Migrate Sachet,powerful antioxidant that strengthens and protects living tissue,Supplement,Lupin Ltd.,3.4
Migrate Q10 Capsule 10's,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Cadila Healthcare Ltd.,3.3
Mikob 1000mcg Injection 1mlMikob 1500mcg Tablet 10'SMikob 1000mcg Injection 2mlMikob 1500mcg Tablet 20'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Abbott India Ltd.,3.25
Mikob Forte Injection 2ml,improves immunity,Supplement,Alkem Laboratories Ltd.,3.2
Mikob G 75/750mcg Capsule 10'S,improves immunity,Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Mikob Plus Capsule 10'S,improves stability,Supplement,Ipca Laboratories Ltd.,3.0
Milage D Powder 175gm,improves resistance,Supplement,Alembic Pharmaceuticals Ltd.,2.9
MILAGE XTRA Powder 200gm,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Glenmark Pharmaceuticals Ltd.,2.7
Milical Tablet 15'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
Milical O Tablet 15'S, antioxidant and memory enhancement property,Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Milical O D3 Tablet 15'SMilical O D3 Tablet 10'S,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Dr. Reddys Laboratories Ltd.,4.7
Milical XP Tablet 15'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Divis Laboratories Ltd.,4.5
MILITIA MAX Capsule 10's,powerful antioxidant that strengthens and protects living tissue,Supplement,Cipla Ltd.,4.3
Milk Pro Powder 200gm,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Biocon Ltd.,4.1
Milkcal Tablet 15'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Aurobindo Pharma Ltd.,3.9
MIM Z Drops 30ml,improves immunity,Supplement,Torrent Pharmaceuticals Ltd.,3.5
MIN D3 400IU Drops 30mlMIN D3 800IU Drops 15mlMIN D3 400IU Drops 15mlMIN D3 60000IU Granule 1gm,improves immunity,Supplement,Lupin Ltd.,3.4
Minal TD Tablet 15'S,improves stability,Supplement,Cadila Healthcare Ltd.,3.3
Mine Alpha Capsule 10'S,improves resistance,Supplement,Abbott India Ltd.,3.25
Minigadine Paediatric Syrup 120ml,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Alkem Laboratories Ltd.,3.2
Minmin Capsule 10'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Minmin D3 60000IU Sachet 4'S, antioxidant and memory enhancement property,Supplement,Ipca Laboratories Ltd.,3.0
Minmin PB Syrup 120mlMinmin PB Tablet 15'S,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Alembic Pharmaceuticals Ltd.,2.9
Minosta D3 Tablet 10'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Glenmark Pharmaceuticals Ltd.,2.7
Mintonia Syrup 100ml,powerful antioxidant that strengthens and protects living tissue,Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
Minvital Capsule 10'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Minvital Active Tablet 10'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Dr. Reddys Laboratories Ltd.,4.7
Minvital Essentials Tablet 10'S,improves immunity,Supplement,Divis Laboratories Ltd.,4.5
Miol 500mcg Injection 1ml,improves immunity,Supplement,Cipla Ltd.,4.3
Miol Forte Injection 1ml,improves stability,Supplement,Biocon Ltd.,4.1
Miol OD Capsule 10'S,improves resistance,Supplement,Aurobindo Pharma Ltd.,3.9
MIQ 100mg Tablet 10'S,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Torrent Pharmaceuticals Ltd.,3.5
Miracal D3 600000IU Tablet 4'SMiracal D3 2000IU Tablet 20'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Lupin Ltd.,3.4
Miraqule 100mg Capsule 10'SMiraqule 50mg Capsule 10'SMiraqule 200mg Capsule 10'SMiraqule C 100mg Capsule 10'S, antioxidant and memory enhancement property,Supplement,Cadila Healthcare Ltd.,3.3
Mitovit Tablet 10'S,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Abbott India Ltd.,3.25
Mitovit Gold Tablet 10's,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Alkem Laboratories Ltd.,3.2
MIVAMIX Capsule 10's,powerful antioxidant that strengthens and protects living tissue,Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
MIX Carotin 25000IU Capsule 10'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Ipca Laboratories Ltd.,3.0
MNF Tablet 10'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Alembic Pharmaceuticals Ltd.,2.9
Mobical 1400mg Tablet 10'S,improves immunity,Supplement,Glenmark Pharmaceuticals Ltd.,2.7
Mobigold Dgm Tablet 10'S,improves immunity,Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
Mobipro Powder 200gm,improves stability,Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Mobiwalk Capsule 10'S,improves resistance,Supplement,Dr. Reddys Laboratories Ltd.,4.7
Mocar AL Tablet 10'S,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Divis Laboratories Ltd.,4.5
MOHEPA Tablet 10's,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Cipla Ltd.,4.3
Momcal Tablet 10'S, antioxidant and memory enhancement property,Supplement,Biocon Ltd.,4.1
Monobe Tablet 10'S,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Aurobindo Pharma Ltd.,3.9
Montical 60k Capsule 4's,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Torrent Pharmaceuticals Ltd.,3.5
Montical Os Capsule 15's,powerful antioxidant that strengthens and protects living tissue,Supplement,Lupin Ltd.,3.4
Moracetam Forte V Tablet 10'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Cadila Healthcare Ltd.,3.3
Moracetam Plus Tablet 10'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Abbott India Ltd.,3.25
Morcecal Suspension 175ml,improves immunity,Supplement,Alkem Laboratories Ltd.,3.2
MOREPLEX Tablet 10's,improves immunity,Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
MOREPLEX CD Tablet 10's,improves stability,Supplement,Ipca Laboratories Ltd.,3.0
Morine N Tablet 10'S,improves resistance,Supplement,Alembic Pharmaceuticals Ltd.,2.9
Mosiba Tablet 10's,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Glenmark Pharmaceuticals Ltd.,2.7
MOTHER'S MILAGE NEW Powder 200gm,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
Movacobal 2500mcg Injection 1mlMovacobal Syrup 200mlMovacobal 2500mcg Injection 2ml, antioxidant and memory enhancement property,Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Movacobal NF Injection 2ml,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Dr. Reddys Laboratories Ltd.,4.7
Movamix Tablet 10'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Divis Laboratories Ltd.,4.5
Movnwak Capsule 10'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Cipla Ltd.,4.3
Mstrong PG 75/750mcg Capsule 10'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Biocon Ltd.,4.1
MTN D3 60000IU Granule 1'SMTN D3 60000IU Capsule 4'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Aurobindo Pharma Ltd.,3.9
MUCOFORM Capsule 10's,improves immunity,Supplement,Torrent Pharmaceuticals Ltd.,3.5
Mucotab Plus Capsule 10'S,improves immunity,Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Mulmin Syrup 100mlMulmin Drops 15mlMulmin Plus Capsule 10'SMulmin Syrup 200mlMulmin F Capsule 10'S,improves stability,Supplement,Dr. Reddys Laboratories Ltd.,4.7
Mulmina Mango Liquid 200ml,improves resistance,Supplement,Divis Laboratories Ltd.,4.5
Multi Power Drops 15mlMulti Power Capsule 10's,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Cipla Ltd.,4.3
Multigates Tablet 10'SMultigates Syrup 200mlMultigates Drops 15ml,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Biocon Ltd.,4.1
Multigates Forte Tablet 10'S, antioxidant and memory enhancement property,Supplement,Aurobindo Pharma Ltd.,3.9
Multigates Gold Tablet 10'S,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Torrent Pharmaceuticals Ltd.,3.5
Multigates Life Tablet 10'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Lupin Ltd.,3.4
Multigates Multi Tablet 6'SMultigates Multi Tablet 10'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Cadila Healthcare Ltd.,3.3
Multigates Queen Tablet 10'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Abbott India Ltd.,3.25
Multigates Rich Tablet 10'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Alkem Laboratories Ltd.,3.2
Multinet Injection 10ml,improves immunity,Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Multineuron Tablet 10'S,improves immunity,Supplement,Ipca Laboratories Ltd.,3.0
Multirich Capsule 10'S,improves stability,Supplement,Alembic Pharmaceuticals Ltd.,2.9
Multivit Drops 15ml,improves resistance,Supplement,Glenmark Pharmaceuticals Ltd.,2.7
Multivitamin Drops 10ml,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
Multivite CD Softgel 15'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Multivite FM Capsule 30'S, antioxidant and memory enhancement property,Supplement,Dr. Reddys Laboratories Ltd.,4.7
Multivite FM Omega Capsule 30'S,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Divis Laboratories Ltd.,4.5
Multivite Gold Capsule 15'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Cipla Ltd.,4.3
Multiwocx Capsule 10'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Biocon Ltd.,4.1
Multiwocx Plus Capsule 10'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Aurobindo Pharma Ltd.,3.9
Mumfer XT Tablet 10'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Torrent Pharmaceuticals Ltd.,3.5
Mumfer F Tablet 30'S,improves immunity,Supplement,Lupin Ltd.,3.4
Mumfer Max Tablet 10'S,improves immunity,Supplement,Cadila Healthcare Ltd.,3.3
Muslizen Capsule 10'S,improves stability,Supplement,Abbott India Ltd.,3.25
MVI Injection 10ml,improves resistance,Supplement,Alkem Laboratories Ltd.,3.2
